url,name,ingredients
https://www.allrecipes.com/recipe/222775/indian-chicken-rub/,Indian Chicken Rub,  salt and ground black pepper to taste 
https://www.allrecipes.com/recipe/222775/indian-chicken-rub/,Indian Chicken Rub,1 pinch ground ginger  (optional)
https://www.allrecipes.com/recipe/79159/indian-spiced-rice-treats/,Indian Spiced Rice Treats,½ cup unsalted butter 
https://www.allrecipes.com/recipe/79159/indian-spiced-rice-treats/,Indian Spiced Rice Treats,1 (10 ounce) package miniature marshmallows 
https://www.allrecipes.com/recipe/79159/indian-spiced-rice-treats/,Indian Spiced Rice Treats,6 cups crispy rice cereal 
https://www.allrecipes.com/recipe/79159/indian-spiced-rice-treats/,Indian Spiced Rice Treats,1 teaspoon ground cardamom 
https://www.allrecipes.com/recipe/79159/indian-spiced-rice-treats/,Indian Spiced Rice Treats,1 cup chopped unsalted cashew nuts 
https://www.allrecipes.com/recipe/79159/indian-spiced-rice-treats/,Indian Spiced Rice Treats,1 cup golden raisins 
https://www.allrecipes.com/recipe/278214/indian-kale-and-moong-dal/,Indian Kale and Moong Dal,½ cup dried moong dal 
https://www.allrecipes.com/recipe/278214/indian-kale-and-moong-dal/,Indian Kale and Moong Dal,1 tablespoon olive oil 
https://www.allrecipes.com/recipe/278214/indian-kale-and-moong-dal/,Indian Kale and Moong Dal,½ tablespoon ground turmeric 
https://www.allrecipes.com/recipe/278214/indian-kale-and-moong-dal/,Indian Kale and Moong Dal,¼ tablespoon cumin seeds 
https://www.allrecipes.com/recipe/278214/indian-kale-and-moong-dal/,Indian Kale and Moong Dal,3 cups chopped kale 
https://www.allrecipes.com/recipe/278214/indian-kale-and-moong-dal/,Indian Kale and Moong Dal,1 pinch chili powder  (optional)
https://www.allrecipes.com/recipe/278214/indian-kale-and-moong-dal/,Indian Kale and Moong Dal,  salt to taste 
https://www.allrecipes.com/recipe/278214/indian-kale-and-moong-dal/,Indian Kale and Moong Dal,¼ cup water 
https://www.allrecipes.com/recipe/106159/basic-indian-curry-with-paneer/,Basic Indian Curry with Paneer,¼ cup olive oil 
https://www.allrecipes.com/recipe/106159/basic-indian-curry-with-paneer/,Basic Indian Curry with Paneer,"1 large yellow onion, chopped "
https://www.allrecipes.com/recipe/106159/basic-indian-curry-with-paneer/,Basic Indian Curry with Paneer,1 teaspoon minced garlic 
https://www.allrecipes.com/recipe/106159/basic-indian-curry-with-paneer/,Basic Indian Curry with Paneer,1 teaspoon minced fresh ginger root 
https://www.allrecipes.com/recipe/106159/basic-indian-curry-with-paneer/,Basic Indian Curry with Paneer,"2  serrano peppers, minced, or to taste "
https://www.allrecipes.com/recipe/106159/basic-indian-curry-with-paneer/,Basic Indian Curry with Paneer,¾ teaspoon red chile powder 
https://www.allrecipes.com/recipe/106159/basic-indian-curry-with-paneer/,Basic Indian Curry with Paneer,¾ teaspoon ground cumin 
https://www.allrecipes.com/recipe/106159/basic-indian-curry-with-paneer/,Basic Indian Curry with Paneer,¾ teaspoon ground coriander 
https://www.allrecipes.com/recipe/106159/basic-indian-curry-with-paneer/,Basic Indian Curry with Paneer,¾ teaspoon garam masala 
https://www.allrecipes.com/recipe/106159/basic-indian-curry-with-paneer/,Basic Indian Curry with Paneer,¾ teaspoon ground turmeric 
https://www.allrecipes.com/recipe/106159/basic-indian-curry-with-paneer/,Basic Indian Curry with Paneer,1 (14.25 ounce) can tomato puree 
https://www.allrecipes.com/recipe/106159/basic-indian-curry-with-paneer/,Basic Indian Curry with Paneer,1 tablespoon ketchup 
https://www.allrecipes.com/recipe/106159/basic-indian-curry-with-paneer/,Basic Indian Curry with Paneer,"8 ounces paneer, cubed "
https://www.allrecipes.com/recipe/106159/basic-indian-curry-with-paneer/,Basic Indian Curry with Paneer,"1 (16 ounce) package frozen peas, thawed "
https://www.allrecipes.com/recipe/106159/basic-indian-curry-with-paneer/,Basic Indian Curry with Paneer,  whipping cream or half-and-half to taste 
https://www.allrecipes.com/recipe/106159/basic-indian-curry-with-paneer/,Basic Indian Curry with Paneer,"  chopped fresh cilantro, for garnish "
https://www.allrecipes.com/recipe/86278/indian-carrots-peas-and-potatoes/,"Indian Carrots, Peas and Potatoes",5 tablespoons vegetable oil 
https://www.allrecipes.com/recipe/86278/indian-carrots-peas-and-potatoes/,"Indian Carrots, Peas and Potatoes","1  onion, chopped "
https://www.allrecipes.com/recipe/86278/indian-carrots-peas-and-potatoes/,"Indian Carrots, Peas and Potatoes",1 tablespoon ground cumin 
https://www.allrecipes.com/recipe/86278/indian-carrots-peas-and-potatoes/,"Indian Carrots, Peas and Potatoes",1 teaspoon ground turmeric 
https://www.allrecipes.com/recipe/86278/indian-carrots-peas-and-potatoes/,"Indian Carrots, Peas and Potatoes",1 tablespoon ground coriander 
https://www.allrecipes.com/recipe/86278/indian-carrots-peas-and-potatoes/,"Indian Carrots, Peas and Potatoes",1 teaspoon chili powder 
https://www.allrecipes.com/recipe/86278/indian-carrots-peas-and-potatoes/,"Indian Carrots, Peas and Potatoes",½ teaspoon salt 
https://www.allrecipes.com/recipe/86278/indian-carrots-peas-and-potatoes/,"Indian Carrots, Peas and Potatoes","6  potatoes, diced "
https://www.allrecipes.com/recipe/86278/indian-carrots-peas-and-potatoes/,"Indian Carrots, Peas and Potatoes",1 (10 ounce) package frozen mixed peas and carrots 
https://www.allrecipes.com/recipe/86278/indian-carrots-peas-and-potatoes/,"Indian Carrots, Peas and Potatoes","3 tablespoons water, or as needed "
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),2 teaspoons garam masala 
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),2 teaspoons tandoori masala powder 
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),2 teaspoons madras curry powder 
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),1 teaspoon ground cumin 
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),½ teaspoon ground cardamom 
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),½ teaspoon ground cayenne pepper 
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),  salt and ground black pepper to taste 
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),"1 ½ pounds boneless, skinless chicken thighs, cut into bite-size pieces "
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),"3 tablespoons butter, divided "
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),"1  yellow onion, chopped "
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),1 tablespoon lemon juice 
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),"4 cloves garlic, minced "
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),2 teaspoons chopped fresh ginger 
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),1 cup tomato puree 
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),1 cup half-and-half 
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),¼ cup plain yogurt 
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),⅓ cup cashews 
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),"1 bunch fresh cilantro, stems removed "
https://www.allrecipes.com/recipe/37651/west-indian-curried-chicken/,West Indian Curried Chicken,3 tablespoons vegetable oil 
https://www.allrecipes.com/recipe/37651/west-indian-curried-chicken/,West Indian Curried Chicken,"1 (3 pound) chicken, cut into pieces "
https://www.allrecipes.com/recipe/37651/west-indian-curried-chicken/,West Indian Curried Chicken,"1 large onion, diced "
https://www.allrecipes.com/recipe/37651/west-indian-curried-chicken/,West Indian Curried Chicken,"6 cloves garlic, minced "
https://www.allrecipes.com/recipe/37651/west-indian-curried-chicken/,West Indian Curried Chicken,4 large potatoes - peeled and cubed 
https://www.allrecipes.com/recipe/37651/west-indian-curried-chicken/,West Indian Curried Chicken,2 tablespoons salt 
https://www.allrecipes.com/recipe/37651/west-indian-curried-chicken/,West Indian Curried Chicken,¼ cup jamaican curry powder 
https://www.allrecipes.com/recipe/37651/west-indian-curried-chicken/,West Indian Curried Chicken,  hot pepper sauce to taste 
https://www.allrecipes.com/recipe/20435/indian-lassi/,Indian Lassi,1 ¾ cups plain yogurt 
https://www.allrecipes.com/recipe/20435/indian-lassi/,Indian Lassi,"6 cubes  ice, crushed "
https://www.allrecipes.com/recipe/20435/indian-lassi/,Indian Lassi,1 ½ cups ice water 
https://www.allrecipes.com/recipe/20435/indian-lassi/,Indian Lassi,2 teaspoons white sugar 
https://www.allrecipes.com/recipe/20435/indian-lassi/,Indian Lassi,1 pinch salt 
https://www.allrecipes.com/recipe/85469/indian-chapati-bread/,Indian Chapati Bread,1 cup whole wheat flour 
https://www.allrecipes.com/recipe/85469/indian-chapati-bread/,Indian Chapati Bread,1 cup all-purpose flour 
https://www.allrecipes.com/recipe/85469/indian-chapati-bread/,Indian Chapati Bread,1 teaspoon salt 
https://www.allrecipes.com/recipe/85469/indian-chapati-bread/,Indian Chapati Bread,2 tablespoons olive oil 
https://www.allrecipes.com/recipe/85469/indian-chapati-bread/,Indian Chapati Bread,¾ cup hot water or as needed 
https://www.allrecipes.com/recipe/222804/indian-crepes/,Indian Crepes,1 cup all-purpose flour 
https://www.allrecipes.com/recipe/222804/indian-crepes/,Indian Crepes,1 cup water 
https://www.allrecipes.com/recipe/222804/indian-crepes/,Indian Crepes,1  egg 
https://www.allrecipes.com/recipe/222804/indian-crepes/,Indian Crepes,"2 tablespoons butter, melted "
https://www.allrecipes.com/recipe/222804/indian-crepes/,Indian Crepes,1 pinch salt 
https://www.allrecipes.com/recipe/222804/indian-crepes/,Indian Crepes,1 tablespoon caraway seeds 
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken","1 pound chicken thighs, or more to taste "
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",½ teaspoon ground turmeric 
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",½ teaspoon ground cumin 
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",½ teaspoon chile powder 
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",  salt to taste 
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",3 tablespoons vegetable oil 
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken","½  onion, chopped "
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken","2  dried red chile peppers, or more to taste "
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken","1 teaspoon hulled, split pigeon peas (toor dal) "
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",½ teaspoon whole fenugreek seeds 
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",½ cup water 
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,2 pounds fresh spinach 
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,¾ cup ghee (clarified butter) 
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,"2 large onions, thinly sliced "
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,"2 cloves garlic, minced "
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,"1 tablespoon ginger paste, or more to taste "
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,2 teaspoons chile powder 
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,2 teaspoons ground turmeric 
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,2 teaspoons garam masala 
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,2 teaspoons coriander seeds 
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,2 teaspoons ground black pepper 
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,1 ½ teaspoons salt 
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,1 teaspoon ground coriander 
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,1 teaspoon ground cumin 
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,1 (14 ounce) can whole peeled tomatoes in juice 
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),1 tablespoon vegetable oil 
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),"1 small onion, diced "
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),1 teaspoon minced garlic 
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),1 teaspoon minced fresh ginger root 
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),"2  star anise pods, broken into pieces "
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),"1 (15 ounce) can chickpeas, drained and rinsed "
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),1 (8 ounce) can tomato sauce 
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),½ cup water 
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),1 teaspoon chile powder 
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),1 teaspoon garam masala 
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),¾ teaspoon salt 
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),¾ teaspoon ground cumin 
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),¾ teaspoon ground coriander 
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),¼ teaspoon ground turmeric 
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),"1  whole clove, or more to taste "
https://www.allrecipes.com/recipe/266743/quick-and-savory-indian-peas/,Quick and Savory Indian Peas,1 (16 ounce) package frozen peas 
https://www.allrecipes.com/recipe/266743/quick-and-savory-indian-peas/,Quick and Savory Indian Peas,1 tablespoon vegetable oil 
https://www.allrecipes.com/recipe/266743/quick-and-savory-indian-peas/,Quick and Savory Indian Peas,1 teaspoon cumin seeds 
https://www.allrecipes.com/recipe/266743/quick-and-savory-indian-peas/,Quick and Savory Indian Peas,1 teaspoon ground cumin 
https://www.allrecipes.com/recipe/266743/quick-and-savory-indian-peas/,Quick and Savory Indian Peas,  salt to taste 
https://www.allrecipes.com/recipe/266743/quick-and-savory-indian-peas/,Quick and Savory Indian Peas,½ teaspoon dried mango powder (amchoor) 
https://www.allrecipes.com/recipe/266743/quick-and-savory-indian-peas/,Quick and Savory Indian Peas,1 tablespoon chopped fresh cilantro 
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,"2 ½ cups fresh okra, ends trimmed "
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,5 tablespoons chickpea flour (besan) 
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,1 teaspoon ginger paste 
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,1 teaspoon lemon juice 
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,½ teaspoon red chile powder 
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,¼ teaspoon ground turmeric 
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,1 pinch asafoetida powder 
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,  1 pinch carom seeds 
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,  salt to taste 
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,  oil for frying 
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,"1 teaspoon chaat masala, or to taste  (optional)"
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,"2 ½ pounds boneless, skinless chicken thighs, cubed "
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,"2 tablespoons olive oil, divided, or more as needed "
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,"2 teaspoons ground cumin, divided "
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,"2 teaspoons ground coriander, divided "
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,"2 teaspoons garam masala, divided "
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,  salt and ground black pepper to taste 
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,1 (8 ounce) package fresh spinach 
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,¼ tablespoon butter 
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,"1 medium onion, diced "
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,"5 cloves garlic, minced "
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,"3  fresh red chile pepper, minced "
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,2 tablespoons minced fresh ginger root 
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,5  fresh curry leaves 
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,5  cardamom pods 
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,1 teaspoon mustard seed 
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,1 teaspoon ground turmeric 
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,½ (8 ounce) can tomato paste 
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,2 (6.5 ounce) cans tomato sauce 
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,1 teaspoon honey 
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,"12 ounces paneer, diced "
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,"¼ cup heavy cream, or more to taste "
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,½ cup tandoori paste 
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,6 tablespoons plain yogurt 
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,"2  skinless, boneless chicken breast halves "
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,"6 tablespoons olive oil, divided "
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,4  pieces tandoori naan bread 
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,3 teaspoons spicy curry powder 
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,1 teaspoon ground turmeric 
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,"1  yellow bell pepper, thinly sliced "
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,"1 large red onion, thinly sliced "
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,4 (4 ounce) spreadable goat cheese 
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,"1  tomato, thinly sliced "
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,4 ounces feta cheese 
https://www.allrecipes.com/recipe/7021/indian-naan-ii/,Indian Naan II,⅔ cup warm water (110 degrees f/45 degrees c) 
https://www.allrecipes.com/recipe/7021/indian-naan-ii/,Indian Naan II,1 teaspoon active dry yeast 
https://www.allrecipes.com/recipe/7021/indian-naan-ii/,Indian Naan II,1 teaspoon white sugar 
https://www.allrecipes.com/recipe/7021/indian-naan-ii/,Indian Naan II,2 cups all-purpose flour 
https://www.allrecipes.com/recipe/7021/indian-naan-ii/,Indian Naan II,1 teaspoon salt 
https://www.allrecipes.com/recipe/7021/indian-naan-ii/,Indian Naan II,¼ cup ghee 
https://www.allrecipes.com/recipe/7021/indian-naan-ii/,Indian Naan II,2 tablespoons plain yogurt 
https://www.allrecipes.com/recipe/7021/indian-naan-ii/,Indian Naan II,2 teaspoons kalonji (onion seed) 
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,2 tablespoons olive oil 
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,¾ teaspoon cumin seeds 
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,½ teaspoon brown mustard seeds 
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,"1 small onion, sliced into thin half-circles "
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,"1 clove garlic, minced "
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,1 tablespoon minced fresh ginger root 
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,"1  green chile pepper, chopped "
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,"10  fresh curry leaves, chopped  (optional)"
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,"1  tomato, diced "
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,"2 (14.75 ounce) cans salmon, drained and bones removed "
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,¼ cup chopped fresh cilantro 
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,"2 tablespoons olive oil, or as needed "
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,"1  onion, finely chopped "
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,"1  red chile pepper, seeded and sliced "
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,"1 (14 ounce) can chickpeas, drained "
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,1 tablespoon ground cumin 
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,1 teaspoon ground coriander 
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,½ teaspoon ground turmeric 
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,1 pinch ground cinnamon 
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,1 pinch sea salt 
